Package, Version, License(s), Default-in-image, Cumulus-patched, Cumulus-owned
gpg-wks-server, 2.2.40-1.1+deb12u1, GPL-3+(*);GPL-3+(agent/command.c agent/command-ssh.c agent/gpg-agent.c common/homedir.c common/sysutils.c g10/mainproc.c);permissive(autogen.sh);permissive(common/gc-opt-flags.h common/i18n.h tools/clean-sat.c tools/no-libgcrypt.c);LGPL-2.1+(common/localename.c);Expat(dirmngr/dns.c dirmngr/dns.h);GPL-3+(doc/yat2m.c scd/app-geldkarte.c);GPL-3+ or BSD-3-clause(scd/ccid-driver.h scd/ccid-driver.c);LGPL-3+(tools/rfc822parse.c tools/rfc822parse.h);GPL-3+(tools/sockprox.c);RFC-Reference(doc/OpenPGP);TinySCHEME(tests/gpgscm/*);GPL-3+(debian/*);CC0-1.0(debian/org.gnupg.scdaemon.metainfo.xml), 0, 0, 0
gpgconf, 2.2.40-1.1+deb12u1, GPL-3+(*);GPL-3+(agent/command.c agent/command-ssh.c agent/gpg-agent.c common/homedir.c common/sysutils.c g10/mainproc.c);permissive(autogen.sh);permissive(common/gc-opt-flags.h common/i18n.h tools/clean-sat.c tools/no-libgcrypt.c);LGPL-2.1+(common/localename.c);Expat(dirmngr/dns.c dirmngr/dns.h);GPL-3+(doc/yat2m.c scd/app-geldkarte.c);GPL-3+ or BSD-3-clause(scd/ccid-driver.h scd/ccid-driver.c);LGPL-3+(tools/rfc822parse.c tools/rfc822parse.h);GPL-3+(tools/sockprox.c);RFC-Reference(doc/OpenPGP);TinySCHEME(tests/gpgscm/*);GPL-3+(debian/*);CC0-1.0(debian/org.gnupg.scdaemon.metainfo.xml), 0, 0, 0
gpgsm, 2.2.40-1.1+deb12u2, GPL-3+(*);GPL-3+(agent/command.c agent/command-ssh.c agent/gpg-agent.c common/homedir.c common/sysutils.c g10/mainproc.c);permissive(autogen.sh);permissive(common/gc-opt-flags.h common/i18n.h tools/clean-sat.c tools/no-libgcrypt.c);LGPL-2.1+(common/localename.c);Expat(dirmngr/dns.c dirmngr/dns.h);GPL-3+(doc/yat2m.c scd/app-geldkarte.c);GPL-3+ or BSD-3-clause(scd/ccid-driver.h scd/ccid-driver.c);LGPL-3+(tools/rfc822parse.c tools/rfc822parse.h);GPL-3+(tools/sockprox.c);RFC-Reference(doc/OpenPGP);TinySCHEME(tests/gpgscm/*);GPL-3+(debian/*);CC0-1.0(debian/org.gnupg.scdaemon.metainfo.xml), 0, 0, 0
gpgv, 2.2.40-1.1+deb12u2, GPL-3+(*);GPL-3+(agent/command.c agent/command-ssh.c agent/gpg-agent.c common/homedir.c common/sysutils.c g10/mainproc.c);permissive(autogen.sh);permissive(common/gc-opt-flags.h common/i18n.h tools/clean-sat.c tools/no-libgcrypt.c);LGPL-2.1+(common/localename.c);Expat(dirmngr/dns.c dirmngr/dns.h);GPL-3+(doc/yat2m.c scd/app-geldkarte.c);GPL-3+ or BSD-3-clause(scd/ccid-driver.h scd/ccid-driver.c);LGPL-3+(tools/rfc822parse.c tools/rfc822parse.h);GPL-3+(tools/sockprox.c);RFC-Reference(doc/OpenPGP);TinySCHEME(tests/gpgscm/*);GPL-3+(debian/*);CC0-1.0(debian/org.gnupg.scdaemon.metainfo.xml), 0, 0, 0
gpgv1, 1.4.23-1.1+b1, GPL-3+(* util/assuan-socket.c);GPL-3+ with OpenSSL exception(keyserver/gpgkeys_ldap.c keyserver/gpgkeys_hkp.c keyserver/gpgkeys_curl.c keyserver/ksutil.c keyserver/ksutil.h);permissive(*/ChangeLog-2011 ChangeLog-2011 g10/options.skel keyserver/ksmalloc.c m4/estream.m4 NEWS PROJECTS README scripts/autogen.sh scripts/mkdiff scripts/mk-w32-dist scripts/w32installer.nsi THANKS tools/clean-sat.c tools/lspgpot tools/mail-signed-keys tools/mk-tdata.c tools/ring-a-party tools/shmtest.c util/compat.c);LGPL-3+ or GPL-2+(include/dotlock.h util/dotlock.c);LGPL-2.1+(include/_regex.h include/assuan.h intl/* m4/noexecstack.m4 mpi/longlong.h util/assuan-* util/reg*);GPL-3+(debian/*);RFC-Reference(doc/OpenPGP), 0, 0, 0
gpgv2, 2.2.40-1.1+deb12u2, GPL-3+(*);GPL-3+(agent/command.c agent/command-ssh.c agent/gpg-agent.c common/homedir.c common/sysutils.c g10/mainproc.c);permissive(autogen.sh);permissive(common/gc-opt-flags.h common/i18n.h tools/clean-sat.c tools/no-libgcrypt.c);LGPL-2.1+(common/localename.c);Expat(dirmngr/dns.c dirmngr/dns.h);GPL-3+(doc/yat2m.c scd/app-geldkarte.c);GPL-3+ or BSD-3-clause(scd/ccid-driver.h scd/ccid-driver.c);LGPL-3+(tools/rfc822parse.c tools/rfc822parse.h);GPL-3+(tools/sockprox.c);RFC-Reference(doc/OpenPGP);TinySCHEME(tests/gpgscm/*);GPL-3+(debian/*);CC0-1.0(debian/org.gnupg.scdaemon.metainfo.xml), 0, 0, 0
gpm, 1.20.7-10+b1, GPL-2.0+(*);GPL-3.0+(scripts/git-archiv-tarbz2.sh scripts/report_success.sh);GPL-2.0+(debian/*);GPL-2.0+(debian/gpm-microtouch-setup.8), 0, 0, 0
grep, 3.8-5, GPL-3+(*);GPL-3+(debian/*), 0, 0, 0
groff, 1.22.4-10, NO COPYRIGHT FILE, 0, 0, 0
groff-base, 1.22.4-10, GPL-3;GFDL-1;BSD;MIT;public domain, 0, 0, 0
grub-common, 2.06-13+deb12u1, GPL-3+(*);GPL-3+(debian/*);GPL-3+(debian/grub-extras/*);CC-BY-SA-3.0(themes/starfield/*);Expat(themes/starfield/theme.txt), 0, 0, 0
grub-efi-amd64, 2.06-13+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
grub-efi-amd64-bin, 2.06-13+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
grub-efi-amd64-signed-template, 2.06-13+deb12u1, GPL-3+(*);GPL-3+(debian/*);GPL-3+(debian/grub-extras/*);CC-BY-SA-3.0(themes/starfield/*);Expat(themes/starfield/theme.txt), 0, 0, 0
grub-pc, 2.06-13+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
grub-pc-bin, 2.06-13+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
grub2-common, 2.06-13+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
gsettings-desktop-schemas, 43.0-1, LGPL-2.1+(*);LGPL-2.1+(debian/*), 0, 0, 0
gtk-update-icon-cache, 3.24.38-2~deb12u3, LGPL-2+ and LGPL-2.1+ and Expat(*);GPL-3+(debian/tests/run-with-display);LGPL-2+(po/* po-properties/*);CC-BY-SA-4.0(gtk/icons/scalable/status/*.svg);unencumbered(gdk/win32/cursor.bdf);other(gdk/win32/wintab.h gdk/win32/pktdef.h);SWL(gtk/gtktexttag.* gtk/gtktextmark.* gtk/gtktextsegment.c gtk/gtktextchild.c gtk/gtktextchildprivate.h gtk/gtktextbtree.c);LGPL-2+ or SWL(gtk/gtktextdisplay.* gtk/gtktextlayout.*);X11R5-permissive(modules/input/text-input-unstable-v3.xml);Expat(gdk/broadway/rawinflate.min.js debian/missing-sources/emojibase/* debian/missing-sources/zlib.js-0.1.6/*);Apache-2.0(debian/missing-sources/zlib.js-0.1.6/closure-primitives/*);LGPL-2+ and ZPL-2.1(gdk/win32/winpointer.h);check-gdk-cairo-permissive(testsuite/gdk/check-gdk-cairo.c), 0, 0, 0
guile-2.2-libs, 2.2.7+1-9, LGPL;LGPL:;MIT;public domain, 0, 0, 0
guile-3.0-libs, 3.0.8-2, LGPL;LGPL:;MIT;public domain, 0, 0, 0
gzip, 1.12-1, GPL-3+(*);GPL-3+(debian/*);GFDL-1.3+-no-invariant(doc/* NEWS README);FSF-manpages(gzip.1 zless.1), 0, 0, 0
haveged, 1.9.14-1+b1, GPL-3+(*);GPL-3+(debian/*);GPL-3+(src/havege.c src/havege.h src/havegecollect.c src/havegecollect.h src/haveged.c src/havegetune.c);GPL-3+(src/havegetest.c src/havegetest.h);GPL-3+(src/cpuid-43.h);GPL-3+(contrib/diags/data_prep.c);GPL-3+(init.d/sysv.lsb init.d/sysv.redhat);public-domain(nist/dfft.c);permissive-mconf(nist/mconf.h);permissive-nist(nist/packtest.c), 0, 0, 0
hdparm, 9.65+ds-1, hdparm(*);hdparm(dvdspeed.c);GPL-2+ or BSD-2-clause(fwdownload.c fibmap.c);GPL-2+ or BSD-2-clause(apt.c);GPL-2+(wiper/contrib/raid1ext4trim.sh-1.5);GPL-2+(debian/*), 0, 0, 0
help2man, 1.49.3, GPL-3+(*), 0, 0, 0
hicolor-icon-theme, 0.17-2, GPL-2+(*), 0, 0, 0
hostapd, 2.8.0-cl5.9.5u1, BSD-3-clause(*);BSD-3-clause or GPL-2(hostapd/logwatch/*);BSD-3-clause(hostapd/Android.mk);BSD-3-clause(hostapd/hostapd.8 hostapd/hostapd_cli.1);BSD-3-clause(hs20/*);BSD-3-clause(patches/*);BSD-3-clause(src/ap/acs.*);BSD-3-clause(src/ap/ap_list.* src/ap/ap_mlme.* src/ap/beacon.* src/ap/hw_features.* src/ap/vlan_init.* src/ap/wmm.*);BSD-3-clause(src/ap/dfs.*);BSD-3-clause(src/ap/gas_serv.* src/ap/wnm_ap.* src/common/ieee802_1x_defs.h src/common/qca-vendor*);BSD-3-clause(src/ap/hs20.* wpa_supplicant/hs20_supplicant.*);BSD-3-clause(src/ap/ieee802_11_ht.c);BSD-3-clause(src/ap/p2p_hostapd.*);BSD-3-clause(src/ap/vlan_util.*);BSD-3-clause(src/common/gas.*);BSD-3-clause(src/common/ieee802_11_defs.h);BSD-3-clause(src/common/wpa_helpers.*);BSD-3-clause(src/crypto/aes-internal*);BSD-3-clause(src/crypto/des-internal.c);BSD-3-clause(src/crypto/md4-internal.c);BSD-3-clause(src/crypto/md5-internal.c);BSD-3-clause(src/crypto/sha1-internal.c);BSD-3-clause(src/drivers/driver_atheros.c);BSD-3-clause(src/drivers/driver_bsd.c);BSD-3-clause(src/drivers/driver_macsec_qca.c);BSD-3-clause(src/drivers/driver_madwifi.c);BSD-3-clause(src/drivers/driver_nl80211.c);BSD-3-clause(src/drivers/driver_none.c);BSD-3-clause(src/drivers/driver_openbsd.c);BSD-3-clause(src/drivers/driver_roboswitch.c);BSD-3-clause(src/drivers/driver_wired.c);ISC(src/drivers/nl80211_copy.h);BSD-3-clause(src/eap_common/eap_pwd_common.* src/eap_peer/eap_pwd.c src/eap_server/eap_server_pwd.c);BSD-3-clause(src/eap_peer/eap_proxy*);BSD-3-clause(src/l2_packet/l2_packet_freebsd.c);BSD-3-clause(src/p2p/*);BSD-3-clause(src/pae/*);BSD-3-clause(src/rsn_supp/tdls.c);public-domain(src/tls/libtommath.c);BSD-3-clause(src/utils/browser* src/utils/http* src/utils/xml*);BSD-3-clause(src/utils/radiotap.c);BSD-3-clause(src/utils/radiotap.h);BSD-3-clause(src/wps/http.h src/wps/upnp_xml.* src/wps/wps_upnp.* src/wps/wps_upnp_event.c src/wps/wps_upnp_i.h src/wps/wps_upnp_ssdp.c src/wps/wps_upnp_web.c);BSD-3-clause(src/wps/httpread.*);BSD-3-clause(src/wps/ndef.c);BSD-3-clause(src/wps/wps_validate.c);BSD-3-clause(wpa_supplicant/dbus/dbus_common.* wpa_supplicant/dbus/dbus_common_i.h wpa_supplicant/dbus/dbus_new.* wpa_supplicant/dbus/dbus_new_handlers.* wpa_supplicant/dbus/dbus_new_handlers_wps.c wpa_supplicant/dbus/dbus_new_helpers.* wpa_supplicant/dbus/dbus_new_introspect.c);BSD-3-clause(wpa_supplicant/dbus/dbus_dict_helpers.* wpa_supplicant/dbus/dbus_old*);BSD-3-clause(wpa_supplicant/dbus/dbus_new_handlers_p2p.* wpa_supplicant/examples/p2p/* wpa_supplicant/examples/dbus-listen-preq.py);BSD-3-clause(wpa_supplicant/utils/log2pcap.py);public-domain(wpa_supplicant/wpa_gui-qt4/icons/ap.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/group.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/invitation.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/laptop.svg);BSD-3-clause or GPL-2(wpa_supplicant/wpa_gui-qt4/icons/wpa_gui.svg);BSD-3-clause(wpa_supplicant/wpa_gui-qt4/peers.* wpa_supplicant/wpa_gui-qt4/stringquery.*);BSD-3-clause(wpa_supplicant/wpa_gui-qt4/signalbar.*);BSD-3-clause(wpa_supplicant/Android.mk wpa_supplicant/wpa_supplicant_conf.*);BSD-3-clause(wpa_supplicant/ap.*);BSD-3-clause(wpa_supplicant/autoscan*);BSD-3-clause(wpa_supplicant/gas_query.* wpa_supplicant/offchannel.* wpa_supplicant/p2p_supplicant.* wpa_supplicant/wifi_display.*);BSD-3-clause(wpa_supplicant/interworking.* wpa_supplicant/wnm_sta.* wpa_supplicant/wpas_kay.*);BSD-3-clause(debian/*), 0, 0, 0
hostapd-dbg, 2.8.0-cl5.9.5u1, BSD-3-clause(*);BSD-3-clause or GPL-2(hostapd/logwatch/*);BSD-3-clause(hostapd/Android.mk);BSD-3-clause(hostapd/hostapd.8 hostapd/hostapd_cli.1);BSD-3-clause(hs20/*);BSD-3-clause(patches/*);BSD-3-clause(src/ap/acs.*);BSD-3-clause(src/ap/ap_list.* src/ap/ap_mlme.* src/ap/beacon.* src/ap/hw_features.* src/ap/vlan_init.* src/ap/wmm.*);BSD-3-clause(src/ap/dfs.*);BSD-3-clause(src/ap/gas_serv.* src/ap/wnm_ap.* src/common/ieee802_1x_defs.h src/common/qca-vendor*);BSD-3-clause(src/ap/hs20.* wpa_supplicant/hs20_supplicant.*);BSD-3-clause(src/ap/ieee802_11_ht.c);BSD-3-clause(src/ap/p2p_hostapd.*);BSD-3-clause(src/ap/vlan_util.*);BSD-3-clause(src/common/gas.*);BSD-3-clause(src/common/ieee802_11_defs.h);BSD-3-clause(src/common/wpa_helpers.*);BSD-3-clause(src/crypto/aes-internal*);BSD-3-clause(src/crypto/des-internal.c);BSD-3-clause(src/crypto/md4-internal.c);BSD-3-clause(src/crypto/md5-internal.c);BSD-3-clause(src/crypto/sha1-internal.c);BSD-3-clause(src/drivers/driver_atheros.c);BSD-3-clause(src/drivers/driver_bsd.c);BSD-3-clause(src/drivers/driver_macsec_qca.c);BSD-3-clause(src/drivers/driver_madwifi.c);BSD-3-clause(src/drivers/driver_nl80211.c);BSD-3-clause(src/drivers/driver_none.c);BSD-3-clause(src/drivers/driver_openbsd.c);BSD-3-clause(src/drivers/driver_roboswitch.c);BSD-3-clause(src/drivers/driver_wired.c);ISC(src/drivers/nl80211_copy.h);BSD-3-clause(src/eap_common/eap_pwd_common.* src/eap_peer/eap_pwd.c src/eap_server/eap_server_pwd.c);BSD-3-clause(src/eap_peer/eap_proxy*);BSD-3-clause(src/l2_packet/l2_packet_freebsd.c);BSD-3-clause(src/p2p/*);BSD-3-clause(src/pae/*);BSD-3-clause(src/rsn_supp/tdls.c);public-domain(src/tls/libtommath.c);BSD-3-clause(src/utils/browser* src/utils/http* src/utils/xml*);BSD-3-clause(src/utils/radiotap.c);BSD-3-clause(src/utils/radiotap.h);BSD-3-clause(src/wps/http.h src/wps/upnp_xml.* src/wps/wps_upnp.* src/wps/wps_upnp_event.c src/wps/wps_upnp_i.h src/wps/wps_upnp_ssdp.c src/wps/wps_upnp_web.c);BSD-3-clause(src/wps/httpread.*);BSD-3-clause(src/wps/ndef.c);BSD-3-clause(src/wps/wps_validate.c);BSD-3-clause(wpa_supplicant/dbus/dbus_common.* wpa_supplicant/dbus/dbus_common_i.h wpa_supplicant/dbus/dbus_new.* wpa_supplicant/dbus/dbus_new_handlers.* wpa_supplicant/dbus/dbus_new_handlers_wps.c wpa_supplicant/dbus/dbus_new_helpers.* wpa_supplicant/dbus/dbus_new_introspect.c);BSD-3-clause(wpa_supplicant/dbus/dbus_dict_helpers.* wpa_supplicant/dbus/dbus_old*);BSD-3-clause(wpa_supplicant/dbus/dbus_new_handlers_p2p.* wpa_supplicant/examples/p2p/* wpa_supplicant/examples/dbus-listen-preq.py);BSD-3-clause(wpa_supplicant/utils/log2pcap.py);public-domain(wpa_supplicant/wpa_gui-qt4/icons/ap.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/group.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/invitation.svg);public-domain(wpa_supplicant/wpa_gui-qt4/icons/laptop.svg);BSD-3-clause or GPL-2(wpa_supplicant/wpa_gui-qt4/icons/wpa_gui.svg);BSD-3-clause(wpa_supplicant/wpa_gui-qt4/peers.* wpa_supplicant/wpa_gui-qt4/stringquery.*);BSD-3-clause(wpa_supplicant/wpa_gui-qt4/signalbar.*);BSD-3-clause(wpa_supplicant/Android.mk wpa_supplicant/wpa_supplicant_conf.*);BSD-3-clause(wpa_supplicant/ap.*);BSD-3-clause(wpa_supplicant/autoscan*);BSD-3-clause(wpa_supplicant/gas_query.* wpa_supplicant/offchannel.* wpa_supplicant/p2p_supplicant.* wpa_supplicant/wifi_display.*);BSD-3-clause(wpa_supplicant/interworking.* wpa_supplicant/wnm_sta.* wpa_supplicant/wpas_kay.*);BSD-3-clause(debian/*), 0, 0, 0
hostname, 3.23+nmu1, GPL-2(*), 0, 0, 0
hsflowd, 2.0.30-1-cl5.9.2u1, SFlow;GPL-2, 0, 0, 0
hsflowd-dbgsym, 2.0.30-1-cl5.9.2u1, NO COPYRIGHT FILE, 0, 0, 0
htop, 3.2.2-2, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
hw-management, 7.0040.2302-cl5.9.4u1, GPL-2;Cumulus Networks Proprietary, 0, 0, 0
i2c-tools, 4.3-2+b3, LGPL-2;GPL-2, 0, 0, 0
ibverbs-providers, 44.0-2, BSD-MIT or GPL-2(*);GPL-2+(debian/*);BSD-MIT or GPL-2(CMakeLists.txt);BSD-MIT or GPL-2(buildlib/*);BSD-2-clause(buildlib/fixup-include/stdatomic.h);CC0(ccan/*);MIT(ccan/list.*);BSD-MIT(ibacm/*);BSD-2-clause(ibacm/man/* ibacm/ibacm.init.in);BSD-MIT or GPL-2(ibacm/CMakeLists.txt ibacm/ibacm_hosts.data);BSD-MIT or GPL-2(iwpmd/*);GPL-2 or BSD-2-clause(kernel-headers/*);GPL-2(kernel-headers/rdma/rdma_netlink.h);GPL-2 or BSD-3-clause(kernel-headers/rdma/hfi/*);BSD-MIT or GPL-2(libibumad/*);BSD-2-clause(libibumad/man/*);BSD-MIT or GPL-2(libibverbs/*);BSD-2-clause(libibverbs/man/* libibverbs/neigh.h libibverbs/neigh.c);BSD-MIT or GPL-2(librdmacm/*);BSD-MIT(librdmacm/examples/cmtime.c librdmacm/examples/rcopy.c librdmacm/examples/rdma_client.c librdmacm/examples/rdma_server.c librdmacm/examples/rdma_xclient.c librdmacm/examples/rdma_xserver.c librdmacm/examples/riostream.c librdmacm/examples/rstream.c librdmacm/examples/udpong.c);BSD-2-clause(librdmacm/docs/rsocket);BSD-2-clause(librdmacm/man/*);BSD-2-clause or GPL-2(providers/bnxt_re/*);BSD-MIT or GPL-2(providers/cxgb4/*);BSD-2-clause or GPL-2(providers/efa/*);BSD-MIT or GPL-2(providers/erdma/*);BSD-3-clause or GPL-2(providers/hfi1verbs/*);BSD-MIT or GPL-2(providers/hns/*);BSD-MIT or GPL-2(providers/ipathverbs/*);BSD-MIT or GPL-2(providers/irdma/*);BSD-MIT or GPL-2(providers/mana/*);BSD-MIT or GPL-2(providers/mlx4/*);BSD-MIT or GPL-2(providers/mlx5/*);BSD-MIT(providers/mlx5/man/*.3 providers/mlx5/man/*.7);BSD-MIT or GPL-2(providers/mthca/*);BSD-2-clause or GPL-2(providers/ocrdma/*);BSD-MIT or GPL-2(providers/qedr/*);BSD-MIT or GPL-2(providers/rxe/*);BSD-3-clause or GPL-2(providers/siw/*);BSD-2-clause or GPL-2(providers/vmw_pvrdma/*);BSD-MIT or GPL-2(rdma-ndd/*);GPL-2(redhat/*);BSD-MIT or GPL-2(srp_daemon/*);CPL-1.0 or BSD-2-clause or GPL-2(srp_daemon/srp_daemon.8.in);BSD-2-clause(srp_daemon/srpd.in srp_daemon/ibsrpdm.8);BSD-MIT or GPL-2(util/udma_barrier.h), 0, 0, 0
icu-devtools, 72.1-3+deb12u1, MIT(*);GPL-3(debian/*), 0, 0, 0
ieee-data, 20220827.1, WTFPL-2(*);other(iab.* mam.* oui36.* oui.*);GPL-2+(debian/*), 0, 0, 0
ifplugd, 0.28-19.5, GPL-2, 0, 0, 0
ifupdown2, 3.0.0-1.1, GPL-2(*);GPL-2(debian/*), 0, 0, 0
inetutils-telnet, 2.4-2+deb12u1, GPL-3+(*);GFDL-1.3+(doc/*);GPL-3+ and Wietse(libinetutils/utmp_init.c libinetutils/utmp_logout.c);GPL-3+ and MIT and BSD-3-clause(libtelnet/auth-proto.h libtelnet/auth.c libtelnet/auth.h libtelnet/enc-proto.h libtelnet/encrypt.c libtelnet/encrypt.h libtelnet/kerberos.c libtelnet/key-proto.h libtelnet/misc-proto.h);GPL-3+ and BSD-3-clause(ftp/*.c ftp/*.h ftpd/extern.h ftpd/ftpcmd.y ftpd/ftpd.c ftpd/popen.c libinetutils/daemon.c libinetutils/kcmd.c libinetutils/krcmd.c libinetutils/tftpsubs.c libinetutils/tftpsubs.h libinetutils/ttymsg.c libls/*.c libls/*.h libtelnet/enc_des.c libtelnet/forward.c libtelnet/genget.c libtelnet/misc.c libtelnet/misc.h libtelnet/read_passwd.c src/inetd.c src/logprio.h src/rcp.c src/rexecd.c src/rlogin.c src/rsh.c src/rshd.c src/syslogd.c src/tftp.c src/tftpd.c src/uucpd.c talk/*.c talk/*.h telnet/*.c telnet/defines.h telnet/externs.h telnet/general.h telnet/ring.h telnet/types.h telnetd/slc.c telnetd/state.c telnetd/termstat.c), 0, 0, 0
init, 1.65.2+deb12u1, BSD-3-clause(*);BSD-3-clause(debian/*);GPL-2+(script/service man8/service.rst);GPL-2+(script/invoke-rc.d man8/invoke-rc.d.rst);GPL-2+(script/update-rc.d man8/update-rc.d.rst), 0, 0, 0
init-system-helpers, 1.65.2+deb12u1, BSD-3-clause(*);BSD-3-clause(debian/*);GPL-2+(script/service man8/service.rst);GPL-2+(script/invoke-rc.d man8/invoke-rc.d.rst);GPL-2+(script/update-rc.d man8/update-rc.d.rst), 0, 0, 0
initramfs-tools, 0.142+deb12u3, GPL v2;any later version;GPL-2, 0, 0, 0
initramfs-tools-core, 0.142+deb12u3, GPL v2;any later version;GPL-2, 0, 0, 0
initscripts, 3.06-4, GPL-2.0+(*);GPL-2.0+(debian/*);GPL-3.0(contrib/sysd2v.sh);GPL-2.0(doc/Install man/fstab-decode.8 man/initctl.5 src/fstab-decode.c src/runlevellog.h src/runlevellog.c), 0, 0, 0
insserv, 1.24.0-1, Copyright 2000-2004 Werner Fink 2000 SuSE GmbH Nuernberg Germany;GPL-2, 0, 0, 0
install-info, 6.8-6+b1, GPL-3;GFDL-1, 0, 0, 0
installation-report, 2.89, GPL-2, 0, 0, 0
intltool-debian, 0.35.0+20060710.6, GPL-2(*);GPL-2+(intltool-bin/intltool-extract);GPL-2+(debian/*), 0, 0, 0
iotop, 0.6-42-ga14256a-0.1+b2, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
iperf, 2.1.8+dfsg-1, BSD-3-clause(*);BSD-3-clause(include/checksums.h include/histogram.h include/isochronous.hpp include/packet_ring.h include/payloads.h include/pdfs.h src/checkdelay.c src/checkisoch.cpp src/checkpdfs.c src/checksums.c src/histogram.c src/igmp_querier.c src/isochronous.cpp src/packet_ring.c src/pdfs.c src/ReportOutputs.c include/gettcpinfo.h compat/gettcpinfo.c include/dscp.h);BSD-2-clause(src/dscp.c);FSF-something(aclocal.m4 Makefile.in */Makefile.in);GPL-2-WithACException(m4/ax_create_stdint_h.m4);GPL-2-WithACException(m4/ax_pthread.m4);GPL-2-WithACException(depcomp missing compile);GPL-3-WithACException(config.guess config.sub);MIT(install-sh);ISC(compat/inet_ntop.*);LGPL-2+(include/gnu_getopt.h src/gnu_getopt.c src/gnu_getopt_long.c);GPL-2+(debian/*), 0, 0, 0
iperf3, 3.12-1+deb12u1, BSD-3-clause-iperf(*);BSD-2-clause(src/dscp.c);MIT/X11(src/cjson.*);BSD-3-clause-iperf+MIT/X11+BSD-3-clause(src/net.*);BSD-3-clause(src/queue.h);NCSA(src/units.c);FSF-permissive1(aclocal.m4 *Makefile.in);FSF-permissive2(configure);GPL-2+(config/compile config/depcomp config/ltmain.sh config/missing config/test-driver);permissive(config/ax_check_openssl.m4);MIT(config/install-sh);public-domain-1(config/mkinstalldirs);GPL-3+(config/config.*);BSD-3-clause(docs/*);public-domain-2(src/portable_endian.h);GPL-2(debian/*), 0, 0, 0
ipmitool, 1.8.19-4+deb12u2, BSD-3-clause(*);BSD-3-clause(debian/*), 0, 0, 0
iproute2, 6.1.0-3+cl5.11.2u19, GPL-2(*);GPL-2(debian/*), 0, 0, 0
iproute2-dbgsym, 6.1.0-3+cl5.9.4u4, NO COPYRIGHT FILE, 0, 0, 0
iproute2-doc, 6.1.0-3+cl5.10.0u18, GPL-2(*);GPL-2(debian/*), 0, 0, 0
